,Node,Latitude,Longitude
16537,16537,34.514244,-118.240837
16538,16538,34.514622,-118.250519
16539,16539,34.513649,-118.257973
16540,16540,34.500587,-118.285698
16541,16541,34.486675,-118.304024
16542,16542,34.48246,-118.31501
16543,16543,34.476757,-118.338692
16544,16544,34.471634,-118.347733
16545,16545,34.460777,-118.356689
16546,16546,34.45615,-118.36187
16547,16547,34.45031,-118.373383
16548,16548,34.445946,-118.393608
16549,16549,34.437263,-118.405548
16550,16550,34.428467,-118.427383
16551,16551,34.418152,-118.444366
16552,16552,34.417725,-118.543663
16553,16553,34.418652,-118.536484
16554,16554,34.420906,-118.53038
16555,16555,34.42173,-118.514214
16556,16556,34.424633,-118.56488
16557,16557,34.408573,-118.457748
16558,16558,34.406998,-118.459953
16559,16559,34.403774,-118.463516
16560,16560,34.397556,-118.473572
16561,16561,34.441769,-118.614601
16562,16562,34.432182,-118.631554
16563,16563,34.427124,-118.653549
16564,16564,34.417332,-118.667717
16565,16565,34.412399,-118.677849
16566,16566,34.41074,-118.682793
16567,16567,34.409573,-118.704292
16568,16568,34.407196,-118.711983
16569,16569,34.407833,-118.716133
16570,16570,34.409409,-118.718918
16571,16571,34.409554,-118.725822
16572,16572,34.411308,-118.732758
16573,16573,34.407288,-118.742897
16574,16574,34.406891,-118.75724
16575,16575,34.407612,-118.773262
16576,16576,34.409721,-118.78849
16577,16577,34.404999,-118.799438
16578,16578,34.401619,-118.812889
16579,16579,34.402222,-118.83802
16580,16580,34.397736,-118.865807
16581,16581,34.395107,-118.891693
16582,16582,34.398876,-118.918823
16583,16583,34.389919,-118.959587
16584,16584,34.392414,-118.955673
16585,16585,34.403576,-118.944603
16586,16586,34.406624,-118.939697
16587,16587,34.406273,-118.931961
16588,16588,34.399982,-118.921883
16611,16611,34.42696,-119.281708
16612,16612,34.428806,-119.294731
16613,16613,34.425209,-119.304298
16614,16614,34.4268,-119.318977
16615,16615,34.42041,-119.330681
16616,16616,34.419102,-119.353561
16617,16617,34.415768,-119.360924
16618,16618,34.412045,-119.363861
16619,16619,34.407185,-119.366219
16620,16620,34.396729,-119.360687
16621,16621,34.391647,-119.362747
16622,16622,34.390972,-119.37516
16623,16623,34.385727,-119.386887
16624,16624,34.382809,-119.396461
16625,16625,34.382504,-119.400597
16626,16626,34.393707,-119.41581
16627,16627,34.394455,-119.438469
16628,16628,34.396168,-119.445412
16629,16629,34.396942,-119.453163
16630,16630,34.390499,-119.467056
16631,16631,34.391186,-119.478493
16632,16632,34.394955,-119.478844
16633,16633,34.395817,-119.483292
16634,16634,34.40398,-119.508362
16635,16635,34.405056,-119.514198
16636,16636,34.407974,-119.518959
16637,16637,34.411598,-119.522346
16638,16638,34.413689,-119.537903
16639,16639,34.414989,-119.543739
16640,16640,34.416988,-119.548477
16641,16641,34.4226,-119.558006
16642,16642,34.425678,-119.568039
16643,16643,34.430676,-119.572006
16644,16644,34.431557,-119.574516
16645,16645,34.432636,-119.579536
16646,16646,34.433769,-119.597282
16647,16647,34.433857,-119.607529
16648,16648,34.436466,-119.617828
16649,16649,34.436638,-119.621986
16650,16650,34.435925,-119.623909
16651,16651,34.436317,-119.631844
16652,16652,34.433327,-119.645462
16653,16653,34.43483,-119.652412
16654,16654,34.441284,-119.666672
16655,16655,34.442371,-119.670578
16656,16656,34.44231,-119.675011
16657,16657,34.443867,-119.67836
16658,16658,34.444286,-119.680862
16659,16659,34.443768,-119.685287
16660,16660,34.441196,-119.688553
16661,16661,34.440926,-119.691322
16662,16662,34.441959,-119.694344
16663,16663,34.381516,-119.068207
16664,16664,34.390495,-119.074852
16665,16665,34.399769,-119.083633
16666,16666,34.421219,-119.091316
16667,16667,34.424824,-119.095818
16668,16668,34.429199,-119.124924
16669,16669,34.436321,-119.13945
16670,16670,34.437397,-119.144173
16671,16671,34.435345,-119.202667
16672,16672,34.441586,-119.199509
16673,16673,34.444965,-119.203743
16674,16674,34.363815,-119.047058
16675,16675,34.366409,-119.043388
16676,16676,34.380806,-118.998741
16677,16677,34.385319,-118.971237
16678,16678,34.388428,-118.961929
16679,16679,34.357544,-119.058167
16680,16680,34.373386,-119.060211
16681,16681,34.36393,-119.056839
16682,16682,34.339249,-119.286873
16683,16683,34.352165,-119.296577
16684,16684,34.361694,-119.302628
16685,16685,34.369289,-119.30117
16686,16686,34.393631,-119.299606
16687,16687,34.401295,-119.294006
16688,16688,34.406601,-119.291939
16689,16689,34.39592,-118.476219
16690,16690,34.390614,-118.482277
16691,16691,34.386471,-118.485847
16692,16692,34.379799,-118.489693
16693,16693,34.374504,-118.493797
16694,16694,34.366653,-118.505653
16695,16695,34.360317,-118.505836
16696,16696,34.344433,-118.512192
16697,16697,34.339127,-118.515137
16698,16698,34.344063,-118.525703
16699,16699,34.354691,-118.541328
16700,16700,34.360043,-118.555763
16701,16701,34.368938,-118.561157
16702,16702,34.374397,-118.565392
16703,16703,34.337608,-119.081596
16704,16704,34.330509,-118.444504
16705,16705,34.328789,-118.442352
16706,16706,34.327404,-118.494263
16707,16707,34.33139,-118.485497
16708,16708,34.335518,-118.461853
16709,16709,34.331993,-118.446358
16710,16710,34.335987,-118.507919
16711,16711,34.328732,-118.499252
16788,16788,34.308926,-118.421654
16789,16789,34.298225,-118.411774
16790,16790,34.28989,-118.745689
16791,16791,34.290546,-118.752892
16792,16792,34.289608,-118.403801
16793,16793,34.291042,-118.758278
16794,16794,34.289513,-118.771202
16795,16795,34.289577,-118.784988
16796,16796,34.294189,-118.80162
16797,16797,34.302612,-118.824669
16798,16798,34.303402,-118.835159
16799,16799,34.302345,-118.845886
16800,16800,34.299503,-118.852722
16801,16801,34.298073,-118.854523
16802,16802,34.289478,-118.865196
16803,16803,34.289326,-119.299294
16804,16804,34.305218,-119.291489
16805,16805,34.318619,-119.285767
16806,16806,34.326431,-119.285149
16807,16807,34.293308,-119.304413
16808,16808,34.293633,-119.312134
16809,16809,34.296692,-119.321312
16810,16810,34.308933,-119.343697
16811,16811,34.318378,-119.354713
16812,16812,34.324429,-119.363136
16813,16813,34.32618,-119.368156
16814,16814,34.325748,-119.37973
16815,16815,34.324238,-119.387413
16816,16816,34.346191,-119.417526
16817,16817,34.357018,-119.428032
16818,16818,34.3596,-119.437767
16819,16819,34.361599,-119.441132
16820,16820,34.369045,-119.448517
16821,16821,34.376884,-119.458946
16822,16822,34.380032,-119.475037
16823,16823,34.386795,-119.48175
16824,16824,34.391884,-119.492218
16825,16825,34.397514,-119.515404
16826,16826,34.40279,-119.529381
16827,16827,34.404736,-119.538277
16828,16828,34.409397,-119.55027
16829,16829,34.416824,-119.560944
16830,16830,34.417927,-119.56456
16831,16831,34.417522,-119.577011
16832,16832,34.418362,-119.582848
16833,16833,34.423706,-119.594856
16834,16834,34.424351,-119.597923
16835,16835,34.424747,-119.618698
16836,16836,34.420982,-119.658211
16852,16852,34.289223,-118.40345
16853,16853,34.28891,-118.402992
16854,16854,34.286274,-119.177673
16855,16855,34.295628,-119.160011
16856,16856,34.326862,-119.111969
16857,16857,34.336086,-119.093437
16858,16858,34.285896,-118.407013
16859,16859,34.284092,-118.877312
16860,16860,34.374363,-118.916641
16861,16861,34.366943,-118.922272
16862,16862,34.354362,-118.920067
16863,16863,34.345039,-118.913803
16864,16864,34.342621,-118.906029
16865,16865,34.337624,-118.902344
16866,16866,34.316525,-118.901878
16867,16867,34.316265,-118.8815
16868,16868,34.298412,-118.878014
16869,16869,34.294823,-118.878326
16870,16870,34.287304,-118.882156
16871,16871,34.28392,-118.395767
16872,16872,34.283737,-118.390007
16873,16873,34.282997,-119.187073
16874,16874,34.28381,-119.182327
16875,16875,34.290108,-118.727989
16876,16876,34.288246,-118.707237
16877,16877,34.284233,-118.69474
16878,16878,34.282337,-118.685593
16879,16879,34.282188,-118.460007
16880,16880,34.309189,-118.480743
16881,16881,34.322376,-118.492249
16882,16882,34.281654,-118.459602
16883,16883,34.281628,-119.295448
16884,16884,34.281372,-119.14959
16885,16885,34.284687,-119.155167
16886,16886,34.282925,-118.364197
16887,16887,34.280495,-118.340973
16888,16888,34.27956,-118.887306
16889,16889,34.27906,-119.209953
16890,16890,34.278172,-118.447273
16891,16891,34.278702,-119.231049
16892,16892,34.277657,-119.248627
16893,16893,34.278759,-119.283127
16894,16894,34.277267,-119.265457
16895,16895,34.27478,-118.462357
16896,16896,34.279991,-118.336143
16897,16897,34.27409,-118.330627
16898,16898,34.275978,-118.60154
16899,16899,34.273918,-118.60173
16900,16900,34.273064,-118.426208
16901,16901,34.276871,-118.419006
16902,16902,34.271458,-118.53566
16903,16903,34.273338,-118.522873
16904,16904,34.27343,-118.520683
16905,16905,34.275249,-118.59317
16906,16906,34.268471,-118.581047
16907,16907,34.268448,-119.233688
16908,16908,34.268124,-119.233147
16909,16909,34.268063,-118.580101
16910,16910,34.281048,-118.671257
16911,16911,34.267815,-118.644287
16912,16912,34.276226,-118.630386
16913,16913,34.277294,-118.616631
16914,16914,34.267281,-118.438042
16915,16915,34.26841,-118.434998
16916,16916,34.268986,-118.439171
16938,16938,34.266697,-118.577293
16939,16939,34.265907,-118.778297
16940,16940,34.277397,-118.760963
16941,16941,34.265491,-118.994476
16942,16942,34.274204,-118.945068
16943,16943,34.273682,-118.932663
16944,16944,34.278416,-118.921738
16945,16945,34.26516,-118.322098
16946,16946,34.264851,-118.785919
16947,16947,34.264576,-118.321739
16948,16948,34.264297,-118.789902
16949,16949,34.264812,-118.573418
16950,16950,34.263699,-118.564499
16951,16951,34.263302,-118.79705
16952,16952,34.262939,-118.558411
16953,16953,34.271076,-118.538269
16954,16954,34.262226,-118.463623
16955,16955,34.263458,-118.448357
16964,16964,34.274055,-118.505478
16965,16965,34.273258,-118.492722
16966,16966,34.266663,-118.482224
16967,16967,34.261726,-118.469856
16973,16973,34.258156,-119.206947
16974,16974,34.264397,-119.220421
16975,16975,34.265675,-119.226791
16976,16976,34.264462,-119.002167
16977,16977,34.263443,-119.104111
16978,16978,34.25737,-119.11113
16979,16979,34.27597,-119.140511
16999,16999,34.254341,-119.198723
17000,17000,34.257362,-118.811348
17001,17001,34.254723,-118.821213
17002,17002,34.251259,-118.840118
17003,17003,34.269669,-118.854309
17004,17004,34.257881,-118.843323
17005,17005,34.25016,-118.60392
17037,17037,34.240829,-119.168137
17038,17038,34.249538,-119.188362
17039,17039,34.249027,-118.604019
17040,17040,34.240269,-118.605324
17041,17041,34.238724,-118.605263
17042,17042,34.236416,-119.16304
17043,17043,34.263641,-118.320869
17044,17044,34.245689,-118.305252
17045,17045,34.242126,-118.29213
17046,17046,34.233765,-118.261009
17061,17061,34.25478,-118.429764
17062,17062,34.243404,-118.417702
17063,17063,34.233017,-118.402924
17064,17064,34.232357,-119.159416
17067,17067,34.230289,-119.157578
17068,17068,34.229202,-119.13958
17069,17069,34.228374,-119.14241
17070,17070,34.227493,-119.145393
17071,17071,34.227303,-119.131882
17077,17077,34.219093,-118.852493
17078,17078,34.218536,-118.852699
17079,17079,34.217018,-119.032227
17080,17080,34.225346,-119.027184
17081,17081,34.243225,-119.011887
17082,17082,34.2519,-118.998581
17083,17083,34.258614,-118.994049
17084,17084,34.224438,-119.120247
17085,17085,34.224693,-119.087761
17086,17086,34.218922,-119.059258
17087,17087,34.217072,-119.044342
17109,17109,34.233124,-118.258614
17110,17110,34.21994,-118.226624
17111,17111,34.21265,-118.215569
17112,17112,34.208668,-118.209618
17113,17113,34.208851,-118.206337
17126,17126,34.20731,-118.208603
17127,17127,34.205044,-118.213081
17128,17128,34.21077,-119.035927
17129,17129,34.203678,-119.034668
17130,17130,34.203117,-118.214211
17131,17131,34.227551,-118.384193
17132,17132,34.219536,-118.35762
17133,17133,34.216255,-118.342842
17134,17134,34.205238,-118.334129
17135,17135,34.202351,-118.332642
17136,17136,34.200878,-118.855072
17137,17137,34.207085,-118.855133
17153,17153,34.197521,-118.330162
17154,17154,34.257061,-118.464142
17155,17155,34.237663,-118.468628
17156,17156,34.222305,-118.468018
17157,17157,34.209393,-118.470268
17158,17158,34.199108,-118.46875
17159,17159,34.194626,-118.467903
17160,17160,34.19363,-118.467697
17161,17161,34.189713,-118.855377
17162,17162,34.190853,-118.854973
17207,17207,34.180027,-119.167953
17208,17208,34.179649,-119.172653
17209,17209,34.188332,-119.182114
17210,17210,34.219563,-119.177788
17211,17211,34.23185,-119.168243
17212,17212,34.179535,-118.865959
17213,17213,34.186092,-118.856712
17214,17214,34.1796,-118.502243
17215,17215,34.179531,-118.50174
17216,17216,34.179428,-118.874191
17217,17217,34.180164,-118.875847
17218,17218,34.178471,-118.88269
17219,17219,34.177494,-118.887077
17220,17220,34.183659,-118.906754
17221,17221,34.185387,-118.931839
17222,17222,34.199924,-118.959137
17223,17223,34.20224,-118.97406
17224,17224,34.20668,-118.984619
17225,17225,34.208401,-118.99292
17226,17226,34.214176,-119.005997
17227,17227,34.21611,-119.015129
17228,17228,34.176613,-118.856956
17235,17235,34.176083,-118.464607
17236,17236,34.175606,-118.853851
17237,17237,34.174561,-118.46627
17238,17238,34.173836,-118.464218
17239,17239,34.174419,-118.465286
17240,17240,34.210243,-118.604073
17241,17241,34.185528,-118.601669
17242,17242,34.17281,-118.605186
17243,17243,34.172657,-118.594231
17244,17244,34.172161,-118.587578
17245,17245,34.174816,-118.566704
17246,17246,34.17841,-118.545013
17247,17247,34.179333,-118.520187
17248,17248,34.215633,-118.400864
17249,17249,34.199921,-118.396393
17250,17250,34.180668,-118.38707
17251,17251,34.166195,-118.379051
17252,17252,34.165031,-118.377922
17253,17253,34.165462,-118.448914
17254,17254,34.165272,-118.404984
17255,17255,34.195957,-118.329353
17256,17256,34.17902,-118.310204
17257,17257,34.167656,-118.297073
17258,17258,34.163387,-118.293297
17260,17260,34.164986,-118.37265
17261,17261,34.162514,-118.344658
17262,17262,34.162666,-118.312622
17263,17263,34.197674,-118.217392
17264,17264,34.189758,-118.219208
17265,17265,34.173782,-118.222862
17266,17266,34.165371,-118.222519
17267,17267,34.161243,-118.222
17268,17268,34.160946,-118.836639
17269,17269,34.160484,-118.221901
17275,17275,34.209492,-118.195007
17276,17276,34.202259,-118.18148
17277,17277,34.192543,-118.166206
17278,17278,34.182056,-118.154228
17279,17279,34.169346,-118.148521
17280,17280,34.15979,-118.145416
17281,17281,34.158237,-118.144379
17282,17282,34.15818,-118.221382
17283,17283,34.163418,-118.292488
17284,17284,34.163383,-118.267067
17285,17285,34.16502,-118.238968
17286,17286,34.158775,-118.222717
17287,17287,34.157211,-118.287743
17288,17288,34.156361,-118.287437
17300,17300,34.155411,-118.643517
17301,17301,34.166069,-118.624069
17302,17302,34.172882,-118.610542
17304,17304,34.154976,-118.645973
17305,17305,34.153999,-118.212044
17306,17306,34.155651,-118.201057
17307,17307,34.1506,-118.182922
17308,17308,34.151928,-118.166397
17309,17309,34.159454,-118.149551
17310,17310,34.156963,-118.138969
17311,17311,34.153095,-118.118942
17312,17312,34.151894,-118.102333
17313,17313,34.156055,-118.091431
17314,17314,34.153595,-118.079468
17334,17334,34.150795,-118.669411
17335,17335,34.151104,-118.682617
17336,17336,34.152477,-118.702744
17337,17337,34.149673,-118.707359
17338,17338,34.141548,-118.715736
17339,17339,34.140541,-118.723137
17340,17340,34.140579,-118.739647
17341,17341,34.144188,-118.763931
17342,17342,34.149601,-118.808617
17343,17343,34.155125,-118.825241
17344,17344,34.152466,-118.471046
17345,17345,34.140278,-118.471939
17412,17412,34.163788,-118.607681
17413,17413,34.149323,-118.60791
17414,17414,34.141022,-118.601212
17415,17415,34.134335,-118.599327
17456,17456,34.130722,-118.476578
17470,17470,34.140762,-118.28186
17471,17471,34.123924,-118.275597
17473,17473,34.122841,-118.275467
17484,17484,34.154144,-118.141617
17485,17485,34.142235,-118.14093
17486,17486,34.121864,-118.138817
17487,17487,34.11615,-118.164673
17532,17532,34.103714,-118.246552
17533,17533,34.11055,-118.242477
17534,17534,34.118813,-118.233398
17535,17535,34.121754,-118.226051
17536,17536,34.133778,-118.222351
17537,17537,34.142788,-118.219917
17538,17538,34.150826,-118.219673
17539,17539,34.113102,-118.259407
17540,17540,34.104454,-118.247772
17546,17546,34.125996,-118.597
17547,17547,34.120968,-118.588226
17548,17548,34.106728,-118.588753
17549,17549,34.101189,-118.589897
17550,17550,34.100739,-118.590477
17558,17558,34.113079,-118.178543
17559,17559,34.098152,-118.199982
17608,17608,34.124344,-118.479683
17609,17609,34.108742,-118.479973
17610,17610,34.098614,-118.478653
17611,17611,34.094315,-118.477791
17614,17614,34.156128,-118.36927
17615,17615,34.137993,-118.352287
17616,17616,34.133003,-118.341316
17617,17617,34.118069,-118.333313
17618,17618,34.107178,-118.319923
17619,17619,34.101448,-118.310867
17620,17620,34.094048,-118.304237
17639,17639,34.086224,-118.215637
17640,17640,34.084419,-118.217827
17641,17641,34.096966,-118.235352
17642,17642,34.086815,-118.219528
17648,17648,34.094284,-118.598732
17649,17649,34.088432,-118.602631
17650,17650,34.082813,-118.597488
17661,17661,34.089966,-118.476921
17662,17662,34.0774,-118.472214
17701,17701,34.072067,-118.259354
17702,17702,34.085514,-118.252586
17703,17703,34.100067,-118.248718
17704,17704,34.093376,-118.303673
17705,17705,34.08231,-118.288071
17706,17706,34.076088,-118.271294
17707,17707,34.07225,-118.259827
17742,17742,34.06818,-118.147469
17743,17743,34.072811,-118.127693
17744,17744,34.074669,-118.098518
17745,17745,34.06514,-118.159752
17746,17746,34.06794,-118.148491
17749,17749,34.064831,-118.160988
17756,17756,34.072495,-118.232246
17757,17757,34.064247,-118.245079
17758,17758,34.068378,-118.249763
17770,17770,34.060276,-118.160423
17783,17783,34.055634,-118.211884
17784,17784,34.058849,-118.1912
17785,17785,34.062843,-118.168999
17786,17786,34.073742,-118.21022
17787,17787,34.059483,-118.211632
17788,17788,34.06258,-118.243187
17789,17789,34.056644,-118.233047
17802,17802,34.051102,-118.445374
17803,17803,34.055046,-118.4338
17804,17804,34.065685,-118.413528
17805,17805,34.077496,-118.392464
17806,17806,34.084389,-118.383629
17807,17807,34.091034,-118.375328
17808,17808,34.093529,-118.359138
17809,17809,34.093555,-118.340652
17810,17810,34.066265,-118.4599
17817,17817,34.047531,-118.158836
17845,17845,34.079266,-118.594254
17846,17846,34.072136,-118.586777
17847,17847,34.059181,-118.582382
17848,17848,34.045891,-118.581177
17849,17849,34.045853,-118.579567
17850,17850,34.045479,-118.563904
17851,17851,34.063656,-118.245987
17852,17852,34.052593,-118.256897
17853,17853,34.039715,-118.267174
17854,17854,34.03756,-118.268028
17868,17868,34.035828,-118.157379
17869,17869,34.036316,-118.165939
17875,17875,34.033817,-118.131348
17876,17876,34.035187,-118.146217
17877,17877,34.033756,-118.130661
17878,17878,34.03574,-118.1017
17879,17879,34.035683,-118.096062
17880,17880,34.034199,-118.081657
17881,17881,34.033958,-118.079277
17898,17898,34.046139,-118.440628
17899,17899,34.031982,-118.429588
17900,17900,34.030575,-118.428436
17901,17901,34.032032,-118.410843
17902,17902,34.029316,-118.392258
17903,17903,34.034897,-118.38089
17904,17904,34.035614,-118.362717
17905,17905,34.03466,-118.355232
17906,17906,34.036388,-118.333237
17907,17907,34.039856,-118.306061
17908,17908,34.038883,-118.281487
17909,17909,34.028862,-118.83503
17910,17910,34.04092,-118.860283
17911,17911,34.044418,-118.873268
17912,17912,34.052578,-118.932533
17913,17913,34.05331,-118.946289
17914,17914,34.059025,-118.964546
17915,17915,34.071377,-118.999741
17916,17916,34.074623,-119.013283
17917,17917,34.089165,-119.038918
17918,17918,34.094151,-119.058563
17919,17919,34.104565,-119.068153
17920,17920,34.128193,-119.083557
17921,17921,34.15015,-119.103058
17922,17922,34.159554,-119.118141
17923,17923,34.176899,-119.153793
17924,17924,34.028713,-118.197159
17925,17925,34.033875,-118.180641
17926,17926,34.028061,-118.441887
17927,17927,34.029987,-118.435577
17932,17932,34.026943,-118.832848
17933,17933,34.026722,-118.219093
17934,17934,34.027016,-118.21624
17935,17935,34.02689,-118.203003
17936,17936,34.04845,-118.212334
17938,17938,34.02626,-118.447807
17942,17942,34.037247,-118.264877
17943,17943,34.029091,-118.251877
17944,17944,34.024574,-118.240143
17945,17945,34.023449,-118.160713
17950,17950,34.02298,-118.17131
17951,17951,34.02729,-118.187019
17952,17952,34.025246,-118.177017
17960,17960,34.020481,-118.816788
17961,17961,34.022285,-118.810997
17962,17962,34.023304,-118.802498
17963,17963,34.030182,-118.784233
17964,17964,34.032238,-118.766144
17965,17965,34.036465,-118.757973
17966,17966,34.037445,-118.752769
17967,17967,34.037476,-118.711563
17968,17968,34.039631,-118.703346
17969,17969,34.040207,-118.693199
17970,17970,34.045216,-118.676529
17971,17971,34.044128,-118.629791
17972,17972,34.044922,-118.620193
17973,17973,34.043858,-118.612473
17974,17974,34.046532,-118.598511
17975,17975,34.045296,-118.585297
17985,17985,34.019653,-118.819458
17986,17986,34.019951,-118.824913
17995,17995,34.01989,-118.161667
17996,17996,34.019249,-118.161919
18009,18009,34.014641,-118.481972
18010,18010,34.022678,-118.459557
18011,18011,34.01458,-118.485527
18012,18012,34.024609,-118.489418
18013,18013,34.034969,-118.479897
18014,18014,34.047066,-118.457207
18015,18015,34.043293,-118.543671
18016,18016,34.034847,-118.525673
18017,18017,34.023911,-118.506477
18018,18018,34.015652,-118.498154
18019,18019,34.014347,-118.482788
18052,18052,34.002003,-118.078888
18053,18053,34.023766,-118.153526
18054,18054,34.01812,-118.121902
18055,18055,34.006733,-118.090073
18073,18073,34.007515,-118.409607
18074,18074,33.995029,-118.39978
18076,18076,34.010017,-118.477814
18077,18077,33.99786,-118.452507
18078,18078,33.993374,-118.446747
18134,18134,33.990101,-118.442558
18148,18148,34.020702,-118.274742
18149,18149,33.99107,-118.276123
18163,18163,33.996593,-118.08255
18166,18166,34.017471,-118.15744
18167,18167,33.997597,-118.135513
18192,18192,34.008308,-118.166206
18193,18193,33.997498,-118.167213
